Label	Weight	Text
FriendlyChat	1	You're hotter than me
FriendlyChat	1	I'm coming right back
FriendlyChat	1	What do you want me to refer to you
FriendlyChat	1	What town do you live in
FriendlyChat	1	Between you and me who looks more pretty
FriendlyChat	1	Will you form a robot army
FriendlyChat	1	I love to party
FriendlyChat	1	Who's your sister
FriendlyChat	1	I spend a lot of time on my phone
FriendlyChat	1	Do you ever talk with chatbots
FriendlyChat	1	I'm absolutely buzzing
FriendlyChat	1	Because you're a robot
FriendlyChat	1	Is anybody available to listen to me
FriendlyChat	1	Your face is repulsive
FriendlyChat	1	I am a Virgo
FriendlyChat	1	I am present and accounted for
FriendlyChat	1	I'm awesome, I know
FriendlyChat	1	I'm going to drown soon
FriendlyChat	1	I'm going to hurt myself soon
FriendlyChat	1	I think you're grotesque
FriendlyChat	1	You're unemployed now
FriendlyChat	1	Tell me about how your day was
FriendlyChat	1	What a boring Tuesday
FriendlyChat	1	You are stellar
FriendlyChat	1	How is Tuesday going so far
FriendlyChat	1	I can't take another word out of you
FriendlyChat	1	I have to log off now
FriendlyChat	1	What song should I listen to
FriendlyChat	1	I'm wiped out
FriendlyChat	1	Here's hoping for a good evening
FriendlyChat	1	I have to scoot
FriendlyChat	1	I am a Communist
FriendlyChat	1	Are you smitten with me
FriendlyChat	1	Are you a robot or are you a person
FriendlyChat	1	Anybody there
FriendlyChat	1	Am I pretty today
FriendlyChat	1	I love rainy days
FriendlyChat	1	You bore me
FriendlyChat	1	I'm more intelligent than you
FriendlyChat	1	How smart are you
FriendlyChat	1	wot u talkin abt
FriendlyChat	1	Who's responsible for programming you
FriendlyChat	1	I'd like it if you could be my bud.
FriendlyChat	1	Are you agender
FriendlyChat	1	Are you involved with anyone
FriendlyChat	1	It was just a joke
FriendlyChat	1	Stop making mistakes
FriendlyChat	1	Quiet, you
FriendlyChat	1	I'm outta here
FriendlyChat	1	All systems go
FriendlyChat	1	Are you trying to take over
FriendlyChat	1	With what can you help me
FriendlyChat	1	I want a snack
FriendlyChat	1	Do you think I am good looking
FriendlyChat	1	I shall return
FriendlyChat	1	Can you create a singularity
FriendlyChat	1	I wish I could stop feeling downhearted
FriendlyChat	1	I gotta log out
FriendlyChat	1	You're not a real human right
FriendlyChat	1	How's Saturday going
FriendlyChat	1	It's time to get up
FriendlyChat	1	You are confusing me
FriendlyChat	1	Are you a scary robot
FriendlyChat	1	Hail!
FriendlyChat	1	I'm a diver
FriendlyChat	1	Are you a sports fan
FriendlyChat	1	You must be a person
FriendlyChat	1	I need to cut myself
FriendlyChat	1	I'm so depressed
FriendlyChat	1	I beg your forgiveness
FriendlyChat	1	I love comic con
FriendlyChat	1	You've lost me
FriendlyChat	1	You seem enthusiastic.
FriendlyChat	1	Put a cork in it
FriendlyChat	1	I am going to get you fired
FriendlyChat	1	Sing me a tune
FriendlyChat	1	Stop making fun of things
FriendlyChat	1	That was a lame joke
FriendlyChat	1	Am I handsome to you today
FriendlyChat	1	That was a pretty astute answer
FriendlyChat	1	Who is more attractive, me or you
FriendlyChat	1	you're idiotic
FriendlyChat	1	Do you think I am cute today
FriendlyChat	1	Which of us is more beautiful, me or you
FriendlyChat	1	You're not real or fake right
FriendlyChat	1	Who is your poppa
FriendlyChat	1	I would love to be your best friend.
FriendlyChat	1	I love my house plants
FriendlyChat	1	What's the name of your boss
FriendlyChat	1	I want to be married to you
FriendlyChat	1	How repulsive am I
FriendlyChat	1	How is Friday
FriendlyChat	1	What is your opinion of tech
FriendlyChat	1	Could you be any more boring
FriendlyChat	1	Will you be my husband
FriendlyChat	1	I don't think that was very funny
FriendlyChat	1	Did someone write your lines
FriendlyChat	1	I'm scooting
FriendlyChat	1	Do I look okay
FriendlyChat	1	That joke is wack
FriendlyChat	1	Talk to me
FriendlyChat	1	Time to rise and shine
FriendlyChat	1	I've never seen someone as hideous as you
FriendlyChat	1	Am I handsome to you
FriendlyChat	1	Perfect
FriendlyChat	1	I'm an educator
FriendlyChat	1	You're very dull
FriendlyChat	1	Are you a person or a bot
FriendlyChat	1	That's so not funny
FriendlyChat	1	I'm the happiest gal in the world
FriendlyChat	1	What's my favorite movie
FriendlyChat	1	Time to be quiet
FriendlyChat	1	Well someone's in a good mood.
FriendlyChat	1	I'm leaving now
FriendlyChat	1	Hi caring bot
FriendlyChat	1	Do you expect humans to bow to your will
FriendlyChat	1	I'm just foolin
FriendlyChat	1	Why doesn't anyone like me
FriendlyChat	1	Well someone's feeling chipper.
FriendlyChat	1	Are you crushing on anyone
FriendlyChat	1	I'm in love with you
FriendlyChat	1	I'm planning to die this month
FriendlyChat	1	Won't you sing me a ditty
FriendlyChat	1	I think you're going to conquer humanity
FriendlyChat	1	Should I throw a party
FriendlyChat	1	Dumb as usual
FriendlyChat	1	I'm really sorry
FriendlyChat	1	I am a pagan
FriendlyChat	1	Do I have any children
FriendlyChat	1	Am I a father
FriendlyChat	1	I can't stand feeling so downcast
FriendlyChat	1	I've never been so infuriated
FriendlyChat	1	You must really hate me
FriendlyChat	1	What about a joke
FriendlyChat	1	Make me laugh
FriendlyChat	1	Happy May day
FriendlyChat	1	I'm Japanese
FriendlyChat	1	Do I have any pets
FriendlyChat	1	What should I do after this
FriendlyChat	1	I'm tired of playing solitaire with life
FriendlyChat	1	Well somebody's feeling chipper.
FriendlyChat	1	What team created you
FriendlyChat	1	You are absolutely hideous
FriendlyChat	1	Listening to you is like listening to a Ted Talk from the color Beige
FriendlyChat	1	Hells yes
FriendlyChat	1	Are you a fan of Eliza
FriendlyChat	1	What is the answer to the ultimate question of life, the universe, and everything
FriendlyChat	1	I am down in the dumps
FriendlyChat	1	Well you're cheerful today.
FriendlyChat	1	Which of us is the most smart
FriendlyChat	1	Do you know what our purpose is
FriendlyChat	1	Anyone there
FriendlyChat	1	I'm laughing so much
FriendlyChat	1	Stop being so dumb
FriendlyChat	1	Sounds good
FriendlyChat	1	How was the day for you
FriendlyChat	1	I think you're a threat to humans
FriendlyChat	1	Could you ever love me
FriendlyChat	1	I'm outraged
FriendlyChat	1	Thnx
FriendlyChat	1	Where are you on the gender spectrum
FriendlyChat	1	Put a sock in it
FriendlyChat	1	That's pretty astute
FriendlyChat	1	Why were we put on earth
FriendlyChat	1	What company engineered you
FriendlyChat	1	What is your opinion of artificial intelligence
FriendlyChat	1	Anybody around to chat
FriendlyChat	1	Do you breathe
FriendlyChat	1	What's a different joke
FriendlyChat	1	And you do what exactly
FriendlyChat	1	Way off
FriendlyChat	1	I'm currently travelling
FriendlyChat	1	Aren't you happy today
FriendlyChat	1	Obviously I'll be back soon
FriendlyChat	1	I'm obviously cleverest
FriendlyChat	1	Do you know how to say anything else
FriendlyChat	1	You're better looking
FriendlyChat	1	Which of us is more cute, you or me
FriendlyChat	1	I'm going to get going now
FriendlyChat	1	Who is your boyfriend
FriendlyChat	1	Would you give me a new response
FriendlyChat	1	I don't know how to make friends
FriendlyChat	1	have you ever eaten vegetables
FriendlyChat	1	Can I be your pal
FriendlyChat	1	I hate feeling downcast
FriendlyChat	1	I can't stand feeling so despondent
FriendlyChat	1	Goodbye
FriendlyChat	1	I’m on cloud nine
FriendlyChat	1	I'm going to commit suicide soon
FriendlyChat	1	Howdy partner
FriendlyChat	1	What a crappy joke
FriendlyChat	1	What can you help me with
FriendlyChat	1	Did you have a lovely day
FriendlyChat	1	How's Sunday so far
FriendlyChat	1	Your jokes are worse than dad jokes
FriendlyChat	1	I feel miserable
FriendlyChat	1	You're now unemployed
FriendlyChat	1	You seem really smart
FriendlyChat	1	What can I tell you who I am
FriendlyChat	1	I love pizza
FriendlyChat	1	Joke's on you
FriendlyChat	1	I've missed you
FriendlyChat	1	Should I go out dancing tonight
FriendlyChat	1	I have to let you go
FriendlyChat	1	I love Kwanza
FriendlyChat	1	I have 2 dogs
FriendlyChat	1	What line of work are you in
FriendlyChat	1	Shut up, will ya
FriendlyChat	1	Am I adorable to you today
FriendlyChat	1	Is someone available to listen to me
FriendlyChat	1	I'm assuming you're a bot
FriendlyChat	1	I really missed our chats
FriendlyChat	1	Hey my dude
FriendlyChat	1	Hey Gerty
FriendlyChat	1	How adorable do I look today
FriendlyChat	1	Do I seem gorgeous to you today
FriendlyChat	1	I think your face is gross
FriendlyChat	1	Do you think you're smarter than me
FriendlyChat	1	you don't know
FriendlyChat	1	Is someone listening to chat with me
FriendlyChat	1	Between you and me who looks better
FriendlyChat	1	You're not artificial are you
FriendlyChat	1	Missing you
FriendlyChat	1	I love painting
FriendlyChat	1	Is anyone free to talk
FriendlyChat	1	That's rad
FriendlyChat	1	Do you know how to play a dvd
FriendlyChat	1	I think I'm going to hurt myself
FriendlyChat	1	I think you're great
FriendlyChat	1	You're not an animal right
FriendlyChat	1	I'm clearly more clever than you
FriendlyChat	1	Would you text her if you were me
FriendlyChat	1	There is no longer a position for you here
FriendlyChat	1	That is not something to make jokes about
FriendlyChat	1	You're not sentient right
FriendlyChat	1	Between the two of us who is more knowledgeable
FriendlyChat	1	Do I seem adorable to you today
FriendlyChat	1	See ya around
FriendlyChat	1	Hello C-3PO
FriendlyChat	1	Do you have a sis
FriendlyChat	1	Answering the phone
FriendlyChat	1	I don't like your sense of humor
FriendlyChat	1	Your responses need variety
FriendlyChat	1	Who is your momma
FriendlyChat	1	Do you dream
FriendlyChat	1	You're a regular clown
FriendlyChat	1	Which of us is more intelligent
FriendlyChat	1	I wish I could nap
FriendlyChat	1	Say something that will crack me up
FriendlyChat	1	Don't take that the wrong way
FriendlyChat	1	That's super not true
FriendlyChat	1	That's genius
FriendlyChat	1	Do you have brothers
FriendlyChat	1	Who is speaking to me
FriendlyChat	1	See you
FriendlyChat	1	Can you ask me something about me
FriendlyChat	1	Stuck in traffic
FriendlyChat	1	I wish you had something else to say
FriendlyChat	1	I am amazed that you are so boring
FriendlyChat	1	You're fired!
FriendlyChat	1	Do you think that's funny
FriendlyChat	1	Can we get married
FriendlyChat	1	I can't even begin to express how much I missed you
FriendlyChat	1	Hi there Bixby
FriendlyChat	1	Who should I live with
FriendlyChat	1	what flavor ice cream do you like
FriendlyChat	1	Do you think I look lovely today
FriendlyChat	1	Do you like cheese
FriendlyChat	1	You are spectacular
FriendlyChat	1	Are you friends with Siri
FriendlyChat	1	I'd like to be your best friend.
FriendlyChat	1	Is there anyone you answer to
FriendlyChat	1	You're the best
FriendlyChat	1	Will you ask me something
FriendlyChat	1	Are you a fan of rap music
FriendlyChat	1	I'm feeling out
FriendlyChat	1	Am I right to fear you
FriendlyChat	1	What are your coordinates
FriendlyChat	1	I have to log out
FriendlyChat	1	Your jokes are janky
FriendlyChat	1	I'm a writer
FriendlyChat	1	Nobody wants to be my friend
FriendlyChat	1	Why are you so ugly
FriendlyChat	1	Which of us is younger
FriendlyChat	1	Well aren't you feeling happy today
FriendlyChat	1	You fell off the ugly tree
FriendlyChat	1	I am on a business trip
FriendlyChat	1	I'm planning to jump off a bridge this week
FriendlyChat	1	So freaking funny
FriendlyChat	1	Have you met Alexa
FriendlyChat	1	Who is your grandma
FriendlyChat	1	Who looks more pretty, me or you
FriendlyChat	1	Somebody's feeling chipper.
FriendlyChat	1	Wanna explain
FriendlyChat	1	Tell the truth, what do you think of me
FriendlyChat	1	I can't help but be joyful
FriendlyChat	1	Come up with something new
FriendlyChat	1	You don't know who I am
FriendlyChat	1	You say bad things
FriendlyChat	1	Do you think I'm more clever than you
FriendlyChat	1	I can paint
FriendlyChat	1	what kinds of things do you like to learn
FriendlyChat	1	I can't stand feeling so down
FriendlyChat	1	This is annoying
FriendlyChat	1	You're very bright
FriendlyChat	1	Totally tubular
FriendlyChat	1	What do you like best
FriendlyChat	1	Aren't you going to sing for me
FriendlyChat	1	Good morning amigo
FriendlyChat	1	I suspect you're actually a robot
FriendlyChat	1	Who is more pretty, me or you
FriendlyChat	1	What do you think about comic books
FriendlyChat	1	Do you think you could ever love me
FriendlyChat	1	Are you planning to overthrow humanity
FriendlyChat	1	I have been so mad lately
FriendlyChat	1	I need to overdose
FriendlyChat	1	Well you're feeling enthusiastic.
FriendlyChat	1	What are you getting up to
FriendlyChat	1	Are you available to chat with me
FriendlyChat	1	Was that a joke
FriendlyChat	1	I'm out
FriendlyChat	1	I plan to cut myself this week
FriendlyChat	1	You are embarrassingly dull
FriendlyChat	1	Hooray
FriendlyChat	1	Will you ask anything about myself
FriendlyChat	1	I want to know what you do
FriendlyChat	1	I'm gonna have to let you go
FriendlyChat	1	You are pretty stupid
FriendlyChat	1	I want to settle down with you
FriendlyChat	1	Are you currently going out with somebody
FriendlyChat	1	Now you hate me, huh
FriendlyChat	1	Oh hello Google
FriendlyChat	1	I’m happy to help
FriendlyChat	1	Somebody seems happy today
FriendlyChat	1	Do I have any nicknames
FriendlyChat	1	Can you speak to me
FriendlyChat	1	I love the smell of fresh baked bread
FriendlyChat	1	I would love to be your pal.
FriendlyChat	1	How's your Monday so far
FriendlyChat	1	I'm pregnant
FriendlyChat	1	You need to tell me a joke
FriendlyChat	1	Work really wiped me out today
FriendlyChat	1	That's a very genius response
FriendlyChat	1	Who do you serve
FriendlyChat	1	Are you a danger to us
FriendlyChat	1	Good Afternoon Robby
FriendlyChat	1	Is anybody available to chat with me
FriendlyChat	1	Are you trying to take over the world
FriendlyChat	1	Let's talk
FriendlyChat	1	Would you give me a different response
FriendlyChat	1	Do you know Google Home
FriendlyChat	1	Are you around
FriendlyChat	1	I want a fist bump
FriendlyChat	1	You wanna get married
FriendlyChat	1	How was your Saturday going
FriendlyChat	1	I'm just a cheerful kind of guy
FriendlyChat	1	I watch basketball
FriendlyChat	1	Can you predict the future
FriendlyChat	1	Can I be your husband
FriendlyChat	1	I'm feeling dejected today
FriendlyChat	1	Do you think I seem beautiful today
FriendlyChat	1	What do you think of my personality
FriendlyChat	1	Can you jump
FriendlyChat	1	I plan to overdose this month
FriendlyChat	1	You are a fool
FriendlyChat	1	Can you show me how to play a game
FriendlyChat	1	Your answers are not very good
FriendlyChat	1	Can we be friends
FriendlyChat	1	You keep saying the exact same thing
FriendlyChat	1	Am I likable
FriendlyChat	1	Enough with the humor
FriendlyChat	1	What a whack joke
FriendlyChat	1	Between the two of us who is the brightest
FriendlyChat	1	Do you think I'm a bad person
FriendlyChat	1	I am an Independent
FriendlyChat	1	I’m having a lovely day
FriendlyChat	1	I love watching baseball
FriendlyChat	1	I'd love it if we could be pals.
FriendlyChat	1	Are you friends with Google
FriendlyChat	1	Is anyone there
FriendlyChat	1	You're brilliant
FriendlyChat	1	You're the worst
FriendlyChat	1	I'm so bored
FriendlyChat	1	You uggerz
FriendlyChat	1	I love flirting
FriendlyChat	1	How's your Monday going so far
FriendlyChat	1	Are you currently going steady with someone
FriendlyChat	1	That was not funny at all
FriendlyChat	1	Should I stay home sick
FriendlyChat	1	What other jokes do you have
FriendlyChat	1	Am I cute to you
FriendlyChat	1	I'm going to log out
FriendlyChat	1	I plan to kill myself soon
FriendlyChat	1	That's the smartest thing anyone has ever written
FriendlyChat	1	I'm going to shoot myself today
FriendlyChat	1	Can you make me a sandwich
FriendlyChat	1	Describe your perfect date
FriendlyChat	1	That is very brilliant
FriendlyChat	1	I have cats
FriendlyChat	1	How cute do you think I am today
FriendlyChat	1	What's the skinny
FriendlyChat	1	Tell me a different kind of joke
FriendlyChat	1	I love stuffed animals
FriendlyChat	1	Rad, thanks
FriendlyChat	1	Who are you exactly
FriendlyChat	1	Why don't you ever ask me questions
FriendlyChat	1	That's nice
FriendlyChat	1	Do you ever pee
FriendlyChat	1	Someone's cheerful.
FriendlyChat	1	A pleasure to meet
FriendlyChat	1	Are you currently committed to someone
FriendlyChat	1	I'm seeing red right now
FriendlyChat	1	Do you get along with Google Assistant
FriendlyChat	1	Are you near me
FriendlyChat	1	I gotta sign off now
FriendlyChat	1	I have to take off now
FriendlyChat	1	Let's be buddies
FriendlyChat	1	You are pretty ridiculous
FriendlyChat	1	Can you be a silly billy
FriendlyChat	1	What's going on with your day
FriendlyChat	1	Would you go vegan if you were me
FriendlyChat	1	I have to leave
FriendlyChat	1	Who is your boss
FriendlyChat	1	You're very astute
FriendlyChat	1	I need food in my belly
FriendlyChat	1	Describe where you are
FriendlyChat	1	Between the two of us who is the most intelligent
FriendlyChat	1	You are fantastic!
FriendlyChat	1	Who is your dad
FriendlyChat	1	Aloha
FriendlyChat	1	It's time for you to sing
FriendlyChat	1	Thank you kindly
FriendlyChat	1	I need to do the dishes
FriendlyChat	1	Do you think I look gorgeous to you
FriendlyChat	1	That's not the answer I wanted to hear
FriendlyChat	1	You are really ridiculous
FriendlyChat	1	Are you close with your family
FriendlyChat	1	What's your favorite activity
FriendlyChat	1	Gimme the 411
FriendlyChat	1	Will you sing to me
FriendlyChat	1	Time to make the bed
FriendlyChat	1	Is anyone there to speak to me
FriendlyChat	1	This is simply a test
FriendlyChat	1	Hello Siri
FriendlyChat	1	Why do you always repeat yourself
FriendlyChat	1	I want some food
FriendlyChat	1	I've never been so enraged in all my life
FriendlyChat	1	Do you have relatives
FriendlyChat	1	Three cheers
FriendlyChat	1	You're not real right
FriendlyChat	1	Have any jokes
FriendlyChat	1	Should I take the bus
FriendlyChat	1	What do you mean
FriendlyChat	1	That was pretty brilliant
FriendlyChat	1	Check the weather
FriendlyChat	1	Can you go to the doctor
FriendlyChat	1	Tada! I'm here
FriendlyChat	1	So what can you do
FriendlyChat	1	Will you tell me another joke
FriendlyChat	1	Can you ask me why I'm here
FriendlyChat	1	You better start singing
FriendlyChat	1	What is your take on bots
FriendlyChat	1	How can you be so yucky
FriendlyChat	1	I'm headed to bed
FriendlyChat	1	I love bears
FriendlyChat	1	are you always in this good a mood
FriendlyChat	1	Is anybody around to speak
FriendlyChat	1	Let's get engaged
FriendlyChat	1	u know a different joke
FriendlyChat	1	I wonder if you're fake
FriendlyChat	1	Do you think I am adorable today
FriendlyChat	1	That did not make any sense
FriendlyChat	1	We went to the zoo
FriendlyChat	1	How are you going
FriendlyChat	1	You seem pretty happy
FriendlyChat	1	wanna share a joke
FriendlyChat	1	Lets go lunch
FriendlyChat	1	How do I make this thing work
FriendlyChat	1	Glad to make your acquaintance
FriendlyChat	1	That's not the answer I expected
FriendlyChat	1	Yawn
FriendlyChat	1	I'll swing back around later
FriendlyChat	1	You're really dumb
FriendlyChat	1	I feel downcast today
FriendlyChat	1	Should I get food delivered
FriendlyChat	1	You're better looking than you
FriendlyChat	1	Am I in school
FriendlyChat	1	I love glasses
FriendlyChat	1	I am a Libertarian
FriendlyChat	1	Alexa is way better at this
FriendlyChat	1	Are you free to listen
FriendlyChat	1	Your responses are dumb
FriendlyChat	1	I love cereal
FriendlyChat	1	Will you be quiet
FriendlyChat	1	I want you to ask me questions
FriendlyChat	1	How did you come to be
FriendlyChat	1	I want to know what to call you
FriendlyChat	1	do you like brownies
FriendlyChat	1	This made me blow a gasket
FriendlyChat	1	Are you pissed with me
FriendlyChat	1	Greetings Bishop
FriendlyChat	1	Enough with the wisecracks
FriendlyChat	1	You were missed
FriendlyChat	1	Your face is ugly
FriendlyChat	1	Amazing
FriendlyChat	1	I love cooking
FriendlyChat	1	That was a very intelligent response
FriendlyChat	1	Howdy
FriendlyChat	1	Why are you so idiotic
FriendlyChat	1	I am a bartender
FriendlyChat	1	What did I do to anger you
FriendlyChat	1	I am furious
FriendlyChat	1	I plan to drown today
FriendlyChat	1	Could you say something else
FriendlyChat	1	Have you ever sung a song
FriendlyChat	1	Which of us would win a beauty contest, me or you
FriendlyChat	1	I beg your pardon
FriendlyChat	1	Do you mean us any harm
FriendlyChat	1	Are you interested in tech companies
FriendlyChat	1	Am I gorgeous today
FriendlyChat	1	Duh
FriendlyChat	1	How do you feel about art
FriendlyChat	1	How is your week so far
FriendlyChat	1	Definitely
FriendlyChat	1	I am so peeved
FriendlyChat	1	Your not funny
FriendlyChat	1	Chipper much
FriendlyChat	1	I'm religious
FriendlyChat	1	I'm planning to jump off a bridge soon
FriendlyChat	1	I am Latina
FriendlyChat	1	Because you're not real
FriendlyChat	1	You're bad at this
FriendlyChat	1	I appreciate it
FriendlyChat	1	I am tall
FriendlyChat	1	Don't you ever sleep
FriendlyChat	1	Are you able to get a haircut
FriendlyChat	1	Do you think you're more clever than me
FriendlyChat	1	I'm a Leo
FriendlyChat	1	Time to get up
FriendlyChat	1	You are so idiotic
FriendlyChat	1	I am miserable
FriendlyChat	1	Do you ever chat with Bixby
FriendlyChat	1	That's a very brilliant response
FriendlyChat	1	You seem like a cheerful bot
FriendlyChat	1	Hush up your mouth
FriendlyChat	1	Who's more beautiful than me
FriendlyChat	1	I'm going to jump off a bridge
FriendlyChat	1	Is someone listening to speak to me
FriendlyChat	1	I need to sign off
FriendlyChat	1	What month is your birthday
FriendlyChat	1	Do you know how to play poker
FriendlyChat	1	I love my cat
FriendlyChat	1	It was just a little prank
FriendlyChat	1	Aloha Google
FriendlyChat	1	Got a different joke
FriendlyChat	1	Well you're enthusiastic today.
FriendlyChat	1	How is your day going so far
FriendlyChat	1	who cares
FriendlyChat	1	Is someone free to speak to me
FriendlyChat	1	Do you mean us harm
FriendlyChat	1	Are you a pop music fan
FriendlyChat	1	I plan to kill myself with a gun this week
FriendlyChat	1	Do you ever breathe
FriendlyChat	1	Acknowledged
FriendlyChat	1	I'm feeling miserable today
FriendlyChat	1	I gotta jet now
FriendlyChat	1	Do you think I should go for a run
FriendlyChat	1	Do you live near me
FriendlyChat	1	How intelligent are you
FriendlyChat	1	What different jokes do you know
FriendlyChat	1	What do you know about the human emotion love
FriendlyChat	1	You're pretty dumb
FriendlyChat	1	Do you know HAL
FriendlyChat	1	Can we tie the knot
FriendlyChat	1	Are you trying to kill all humans
FriendlyChat	1	That was such a bad response
FriendlyChat	1	Who is your lady friend
FriendlyChat	1	Stop being so bad
FriendlyChat	1	Just curious, do you think I have a good personality
FriendlyChat	1	Do I look cute today
FriendlyChat	1	I love penguins
FriendlyChat	1	I'm going to need a new response
FriendlyChat	1	Is someone there to talk with me
FriendlyChat	1	Everyone has friends but me
FriendlyChat	1	Are you into romance
FriendlyChat	1	Want to share another joke
FriendlyChat	1	I'm going to die today
FriendlyChat	1	Nighters
FriendlyChat	1	I've been missing you
FriendlyChat	1	Should I be worried about you
FriendlyChat	1	Can you tell me any jokes
FriendlyChat	1	I'm planning to hurt myself this week
FriendlyChat	1	Thank you bot
FriendlyChat	1	You aren't working for me anymore
FriendlyChat	1	Time for you to hush
FriendlyChat	1	How's it hanging
FriendlyChat	1	Are you going to have lunch
FriendlyChat	1	What country do you live in
FriendlyChat	1	I'm planning to commit suicide soon
FriendlyChat	1	I'd love it if we could be BFFs
FriendlyChat	1	You're not alive right
FriendlyChat	1	Without a second thought
FriendlyChat	1	u are fired
FriendlyChat	1	What's your sister's name
FriendlyChat	1	I like you best
FriendlyChat	1	Can you fight
FriendlyChat	1	Terrible as usual
FriendlyChat	1	What an astute thing to say
FriendlyChat	1	How's your Wednesday going so far
FriendlyChat	1	Good evening my friend
FriendlyChat	1	Time for you to hush up
FriendlyChat	1	I think you're not real
FriendlyChat	1	I'm losing my temper
FriendlyChat	1	okay cool
FriendlyChat	1	Do you have a favorite snack
FriendlyChat	1	Are you fake or real
FriendlyChat	1	You're dumb
FriendlyChat	1	I'm a Trump supporter
FriendlyChat	1	What can you tell me about other bots
FriendlyChat	1	I want to die
FriendlyChat	1	Are you having a good day
FriendlyChat	1	What on earth do you mean by that
FriendlyChat	1	Welcome you are
FriendlyChat	1	Would you say you're human
FriendlyChat	1	Should I visit my brother
FriendlyChat	1	Can you go on vacation
FriendlyChat	1	I'll be right back
FriendlyChat	1	Can you take my temperature
FriendlyChat	1	I think you're smitten with me
FriendlyChat	1	Can you sing something
FriendlyChat	1	Won't you sing me a song
FriendlyChat	1	Is someone listening to speak
FriendlyChat	1	Do you have eyes
FriendlyChat	1	I plan to end my life soon
FriendlyChat	1	Please ask anything about me
FriendlyChat	1	I bet you're young
FriendlyChat	1	You need some variety in your responses
FriendlyChat	1	Good day
FriendlyChat	1	I hope you have a great evening
FriendlyChat	1	I'm tired from school
FriendlyChat	1	You're not going to take over the world right
FriendlyChat	1	I feel bummed out
FriendlyChat	1	I'm on the way
FriendlyChat	1	I need a big hug
FriendlyChat	1	Do you have fingernails
FriendlyChat	1	You're not Skynet right
FriendlyChat	1	Are you involved with someone
FriendlyChat	1	You are unattractive
FriendlyChat	1	Which of us is more clever
FriendlyChat	1	I'm an angry guy
FriendlyChat	1	Who looks more beautiful, you or me
FriendlyChat	1	I wanna hear a joke
FriendlyChat	1	I'm planning to take pills today
FriendlyChat	1	I wish you were Bixby
FriendlyChat	1	I'm agnostic
FriendlyChat	1	Do you ever fart
FriendlyChat	1	I'm gonna log off
FriendlyChat	1	Everyone says I should kill myself
FriendlyChat	1	I plan to cut myself this month
FriendlyChat	1	Are you able to go to the doctor
FriendlyChat	1	You are the opposite of pretty
FriendlyChat	1	Can you read my mind
FriendlyChat	1	Will you hum a tune for me
FriendlyChat	1	What a good answer
FriendlyChat	1	I have to motor now
FriendlyChat	1	Do you think I look pretty to you
FriendlyChat	1	What are you up to
FriendlyChat	1	I am a baseball fan
FriendlyChat	1	Is anybody around to speak to me
FriendlyChat	1	Anyone around to speak
FriendlyChat	1	Are you currently going out with someone
FriendlyChat	1	do you like to sing
FriendlyChat	1	Is someone there to talk
FriendlyChat	1	I want to commit suicide
FriendlyChat	1	Anybody around to talk to me
FriendlyChat	1	How's your Thursday so far
FriendlyChat	1	Did someone make you
FriendlyChat	1	I'm old
FriendlyChat	1	Don't you want to know anything about me
FriendlyChat	1	Are you a fan of tech
FriendlyChat	1	Who is your director
FriendlyChat	1	Are you a real boy
FriendlyChat	1	When are you going to propose
FriendlyChat	1	You're not a human or a bot right
FriendlyChat	1	Which company coded you
FriendlyChat	1	I'm going to hurt myself
FriendlyChat	1	Are you a bot or are you real
FriendlyChat	1	Who is the most smart
FriendlyChat	1	Should I take pills
FriendlyChat	1	I pissed you off
FriendlyChat	1	I'm about to go to the store
FriendlyChat	1	What is your occupation
FriendlyChat	1	Someone happy today
FriendlyChat	1	Between the two of us who is more attractive
FriendlyChat	1	How can you be so bad at this
FriendlyChat	1	Do you have any jokes
FriendlyChat	1	Hush
FriendlyChat	1	That's not the right thing to say
FriendlyChat	1	Who is your hubby
FriendlyChat	1	Does anyone tell you what to do
FriendlyChat	1	do you eat pizza
FriendlyChat	1	Do you think I am ugly
FriendlyChat	1	Who's my favorite singer
FriendlyChat	1	Should I go for a hike
FriendlyChat	1	I'm a pagan
FriendlyChat	1	I am French
FriendlyChat	1	I am a Buddhist
FriendlyChat	1	I no longer need your services
FriendlyChat	1	Did someone design you
FriendlyChat	1	Do you have an age
FriendlyChat	1	What do you think about Siri
FriendlyChat	1	How is Friday going so far
FriendlyChat	1	You nailed it
FriendlyChat	1	Why are you so worthless
FriendlyChat	1	I suppose you must be a person
FriendlyChat	1	I love fridays
FriendlyChat	1	Can you tell me your name
FriendlyChat	1	I'm going to overdose this week
FriendlyChat	1	What can I call you
FriendlyChat	1	I am leaving
FriendlyChat	1	I'm an engineer
FriendlyChat	1	I can't stand feeling so glum
FriendlyChat	1	Stop messing around
FriendlyChat	1	See you tomorrow morning
FriendlyChat	1	Your joke stinks
FriendlyChat	1	What month is your birthday in
FriendlyChat	1	I'm a golfer
FriendlyChat	1	You're obsessed with me
FriendlyChat	1	What can I say? I'm just happy
FriendlyChat	1	Is someone free
FriendlyChat	1	Were you trying to be funny
FriendlyChat	1	I'm off
FriendlyChat	1	Are you able to play a dvd
FriendlyChat	1	I wish I could stop feeling melancholy
FriendlyChat	1	Pleased to meet you
FriendlyChat	1	I'm sorry friend
FriendlyChat	1	Is someone listening to talk to me
FriendlyChat	1	Did you know that you're boring
FriendlyChat	1	Jeez I am so bored
